tourism_arrivals,gdp,inflation,unemployment,year
31138000.0,770449132861.373,10.4441283764885,10.965,2008
616082121.152082,7407567318765.1,3.37396832213867,9.20817800075283,2001
1016000.0,20082918739.6352,0.0,0.0,2003
344000.0,1740894964.80511,-16.8596910540644,0.0,2009
1151000.0,27871725241.4723,16.5643496174515,0.882,2011
4260000.0,100958100000.0,0.0,9.2,2018
15543000.0,2651474262755.45,3.32817337461298,0.0,2017
185016223.155066,895734227991.983,13.1808905865732,10.0226481767764,2000
1500000.0,10766920065.8251,1.7275146113791,20.71,2009
3170000.0,48174235294.1176,2.61057182799215,5.0,2019
0.0,31325116556.3807,8.73630299937298,3.518,2023
1836000.0,11411894723.864,12.4255421735155,0.0,2010
0.0,0.0,0.0,0.0,2023
5239000.0,278260846800.103,5.3880079685863,0.0,2007
0.0,3081024212.42924,9.29817332783968,0.0,2001
0.0,3066850000.0,4.38984017487675,0.0,2023
4678000.0,20669357462.3831,-0.130505282417402,11.68,2002
1329699.95117188,13812421803.4084,5.2267777929352,6.501,2020
170010345.351618,1260030816823.27,4.7215533660534,9.52446465522838,2003
0.0,2362501023.24249,10.3676233473073,0.0,2004
1890000.0,0.0,0.300601202404805,0.0,2006
61918000.0,256268656145.134,3.38264681884691,18.822,2004
50200.0007629395,113895467.720866,0.0,14.65,2005
239000.0,1387577870.08161,1.38583454581263,3.841,2014
1197000.0,34186180699.0255,5.56868547784929,0.0,2019
50267660.084527,1657669127927.36,4.97148571692384,11.7663816600805,2011
0.0,1245472471675.95,7.12697482131851,0.0,2023
17425000.0,343257164581.712,0.576260310166349,4.2,2017
1198000.0,20482608755.379,0.56278215406123,15.692,2019
30668307.0083323,503858676342.011,4.268953958395,0.0,2003
0.0,1573742112.92671,0.0,0.8,1999
6982000.0,26157743368.8716,6.14713074246273,12.037,2004
0.0,0.0,0.0,0.0,2021
58000.0,1049110684.72493,1.67549587285964,0.0,2009
251178035.987064,9822753831818.62,5.81149209022697,0.0,2011
0.0,251109660602.536,3.16129528497801,2.551,2020
648000.0,900000000.0,-0.255536626916508,20.39,2002
74580000.0,598102854756.08,3.43351563418767,13.785,2000
0.0,17474730731538.4,2.3931623931624,4.82754368925914,2020
193571000.0,2926802941585.86,2.81286194914787,7.386,2008
60000.0,261823827.381488,8.66569221131751,0.0,2005
0.0,1588837232239.02,4.18072331871267,0.0,2017
